Time, Temp (degC),P (bar),Vwind(knots),heading(deg)
00:00,12.693694536596738,0.9635822216749139,4.0716108672599916,215.0
00:01,20.705782916486434,1.1330575817458917,0.9818945797775869,173.0
00:02,12.282902678592212,1.2338684786382257,9.897785662258192,196.0
00:03,17.183366311792106,1.2534567921676714,3.6552138098234677,197.0
00:04,20.142406046825183,1.2632256427008248,15.67975264172264,193.0
00:05,15.71960978592274,1.155059004786906,8.40928057286736,193.0
00:06,13.173646864632598,0.9304896280919089,19.46177753048708,180.0
00:07,17.35936406701667,1.0995286282811458,12.967869399858628,244.0
00:08,15.024893210729351,1.2472016843564246,12.685974059573734,224.0
00:09,14.350683300496963,0.9402722103459848,4.783600396989778,207.0
00:10,21.427085522371517,1.2822523892581823,16.91842393492887,181.0
00:11,12.612593958865016,0.931207087567243,3.8747978392626004,189.0
00:12,20.60288462691526,0.8349799990943853,13.092554791803327,201.0
00:13,21.059865389771176,1.0665391691723762,6.136937286543134,182.0
00:14,18.99179839624964,1.156523524964038,2.1502609896689684,221.0
00:15,16.110287807056277,0.994046299623531,6.836566034013421,191.0
00:16,14.095343063327835,1.149459166985366,9.819498048428294,246.0
00:17,13.382348216012982,0.8640042422632906,17.969864090395312,183.0
00:18,20.453027460149613,1.1833379338678642,16.84260635257697,219.0
00:19,19.923055927364164,1.0994474918761783,8.10992960316327,234.0
00:20,17.012046686305002,1.2856385715461403,10.117416621900656,243.0
00:21,21.55350085108255,1.0506830049113929,1.455452488834219,217.0
00:22,20.67732145353558,1.2648004025225545,5.212637512466969,246.0
00:23,16.009850508072564,1.0976848229388712,12.835557137929799,228.0
00:24,14.335985430008751,1.0278092207865195,9.432962943309672,237.0
00:25,12.697065458713872,1.0778710444970372,6.604044018972082,242.0
00:26,19.441746822732522,0.8566129519875608,15.004111158345337,243.0
00:27,13.181396780407665,1.0559006535696447,13.566231409526566,218.0
00:28,19.907033009397278,0.8539379458031272,13.977667499254888,222.0
00:29,17.650995234013074,1.241244149259128,15.438274112658956,227.0
00:30,19.53213478549688,0.9851998688352849,8.238123641179648,192.0
00:31,21.219828326184356,0.9112806290408451,6.7477901224491195,201.0
00:32,21.319267616708807,0.9600707092804874,19.83616802088866,240.0
00:33,15.376100964336857,1.0818943743957408,6.289488814147499,197.0
00:34,19.185917084653344,1.1296415894964535,7.953163959932638,183.0
00:35,20.70216204100326,0.9423652446176316,0.001644200105341831,190.0
00:36,12.642013329898287,0.8248827976626365,0.9691809041652855,197.0
00:37,15.645278295455697,0.9312651852733376,9.08947417733339,225.0
00:38,16.334608629117472,1.1475249871972597,15.059161261186595,198.0
00:39,12.23287430540627,1.262966903752834,15.406560390970217,189.0
00:40,13.439976992109163,1.172746003283199,18.1267942289249,234.0
00:41,17.982876959490845,1.1809844855904483,0.250553835509415,181.0
00:42,15.908267556791577,0.9713343842111453,8.380751680071377,212.0
00:43,12.724354492968398,1.132759926077942,19.47497125928608,246.0
00:44,16.788299229555786,0.801727196811412,14.601131827128036,173.0
00:45,15.192561215791475,1.1963024219028626,18.161720243455665,197.0
00:46,16.57680981729688,1.1319237792729282,11.265166860058386,218.0
00:47,12.708081235751434,0.8084616311971278,4.88339911326406,226.0
00:48,20.128785862617775,0.9500980598681449,17.964026248554372,193.0
00:49,16.410910447543092,0.8213464698984312,4.9575125319837765,167.0
00:50,18.70288677919419,0.8700196887103948,5.739604814598449,198.0
00:51,20.95646812537404,1.1326676374979927,19.026423587958398,241.0
00:52,21.098733141121148,1.0704988512365088,15.119884796630794,245.0
00:53,17.569855328123612,1.221567548866298,11.852655629084426,242.0
00:54,19.623173134949255,0.93670493734876,9.872925083573422,184.0
00:55,14.880925081315418,1.2743635760777272,9.708200683932288,181.0
00:56,20.160421666257406,0.9253014552825047,5.773637046402431,215.0
00:57,13.66390072005862,1.2333409631440386,3.637666127580097,189.0
00:58,15.64330021750374,0.8916435056648071,0.3566713571282176,177.0
00:59,13.194473898066818,0.8528705727551427,6.99595507400923,171.0
01:00,13.957220690479613,0.9668886184601961,16.92798442881321,181.0
01:01,21.47083933713961,0.8696720638530387,19.474161619089262,215.0
01:02,18.959882845886682,1.112885066429932,1.7598239667860094,200.0
01:03,21.827129358591144,0.9059126805312541,5.26625273059814,219.0
01:04,19.412712349744478,1.272984814798879,4.849429421905236,174.0
01:05,18.291094554413803,1.124048372614771,2.96733181681488,167.0
01:06,16.634876751163368,1.1253688147925422,3.10303155301072,194.0
01:07,20.09507296157406,1.2149940475124243,13.049003550962349,182.0
01:08,21.19036123534993,1.1646242133428568,17.849264626129916,208.0
01:09,16.63838865887688,0.9099398674037751,5.090378620577964,172.0
01:10,13.30143146929196,1.1125206375555048,6.142742516002924,227.0
01:11,18.65086508157601,0.8179318961892155,13.06921321270681,235.0
01:12,19.558738652798134,1.2218773760238009,16.02148914010444,227.0
01:13,14.786681927645244,1.234442571778665,13.892339667120833,237.0
01:14,15.994250875803782,0.9538464311304885,12.866222362571737,186.0
01:15,15.988134726690255,0.9408356213216426,4.672806582728657,168.0
01:16,12.536168685944531,0.8835984584832044,13.920083953285655,245.0
01:17,13.901783903994385,0.8577206099982562,16.56834776441534,209.0
01:18,18.01122689311743,1.0412819568283171,11.510709660015719,215.0
01:19,20.980321330277057,1.2174198618525691,19.877093948119867,170.0
01:20,20.422843577739492,1.0210414504120728,15.897729821002347,174.0
01:21,21.32761397763369,1.1310639356054288,18.265031879290333,231.0
01:22,13.812826155752944,1.292893451820798,7.735978239135997,185.0
01:23,21.62501153197542,1.075305013895314,0.42401502946531,170.0
01:24,21.488482961722283,0.8044232977089545,5.855878317923118,175.0
01:25,13.819021188394439,1.1540860164771778,8.161916593133686,226.0
01:26,16.133034826596102,0.9630297756065563,5.765046034330381,180.0
01:27,12.499939044888034,0.9990404432564444,12.634763512958752,169.0
01:28,21.75691933450897,0.8489524868975302,0.8654649428868688,199.0
01:29,21.850110251281066,0.8331406505336787,4.4606493840505905,206.0
01:30,19.18654628162465,0.8844851500191746,10.77182101835091,191.0
01:31,14.611702628103048,0.8163713465756375,17.962043661568718,202.0
01:32,19.252020812141026,0.8390801393771448,13.752248343577431,208.0
01:33,20.7048842825079,0.9825543981406295,9.909227203537377,203.0
01:34,21.35588418546885,0.9341402714721495,0.5898042603147902,227.0
01:35,14.886537422362217,1.1962668296561425,19.692778818805255,196.0
01:36,22.190242086549194,0.9470436007948322,2.1914089283038374,241.0
01:37,13.457689533336193,1.1779029842378894,14.457694270518935,194.0
01:38,18.762809349532727,0.8236765338954619,9.839682525915933,247.0
01:39,15.649070217438258,1.1545720972970366,16.616146736329778,241.0
01:40,15.72316492539862,1.2515536525176625,4.940724311426368,196.0
01:41,14.09580889714029,1.0282558628428335,18.32204826348241,212.0
01:42,13.111725095326975,0.8466120869189853,3.6854159117016616,215.0
01:43,16.77639518865824,0.8817984458856876,2.772164764541245,220.0
01:44,13.663604056673904,1.2822567974387757,14.669621345532837,190.0
01:45,20.988402048242506,0.8572944024181461,14.58496306362903,199.0
01:46,13.447538872943037,0.9746348997234414,4.08820316528632,198.0
01:47,17.925991477779757,0.9842726235569802,11.326323416697823,167.0
01:48,13.913057257943583,0.9479823886105099,10.905968164271766,193.0
01:49,19.80050595101606,1.2521862744227712,4.754256591806676,232.0
01:50,19.006577990154423,1.014149084918174,13.458611977949673,200.0
01:51,22.025631550169983,0.9437844048359811,18.30570327433619,232.0
01:52,12.578558442014032,1.030198885787789,19.741895895791835,167.0
01:53,13.591997209285326,1.1603659837000315,13.143304645665266,225.0
01:54,18.296046747727292,0.9256933986621477,18.408812733860227,189.0
01:55,16.370228849400377,1.1816206645341498,3.163431743790146,196.0
01:56,22.459853786679858,1.1009244069428792,19.050532397941033,185.0
01:57,14.003663596989359,1.0852559594783502,11.305091117103137,183.0
01:58,21.170206351431077,0.8686071287059849,3.08158447916147,199.0
01:59,16.810990798981443,1.1538785305904251,2.861240720846978,219.0
02:00,19.314377581846372,1.1264966140582073,4.708744401625058,192.0
02:01,17.32538937023091,1.1727271831722257,19.521353894573906,225.0
02:02,12.85067624905107,1.1390791155570061,16.5162076028873,231.0
02:03,18.870243432747717,0.8668803827247122,19.01193528294011,230.0
02:04,22.159182866448344,0.9442701130071205,4.153939793821754,224.0
02:05,16.478468297560227,1.1615212586884995,11.53516145669158,235.0
02:06,12.563991536886785,1.0787520330771074,17.491986723377142,181.0
02:07,13.773672592060255,1.195271592455411,4.000884891728718,172.0
02:08,21.105702075483254,0.959451294556972,9.301309355739516,216.0
02:09,20.664405759598644,1.1956210555605222,2.338004259081694,223.0
02:10,17.91236829810895,1.0825661097133996,16.69062915939705,228.0
02:11,22.1752914938769,0.9866426148185818,18.89867099249573,230.0
02:12,20.13551579293351,1.0092068289342853,9.792120188959444,167.0
02:13,16.45977903979796,1.0802216069834185,17.75117606012631,219.0
02:14,15.784742455225807,1.2881837174454414,15.117002008951925,231.0
02:15,17.455175034502957,1.2076737894263614,1.7595501641510536,240.0
02:16,19.725774443548143,0.9549369365601054,8.019152707817605,190.0
02:17,15.593985758623653,1.0039622004552258,8.22541515038749,200.0
02:18,19.564861468178208,0.9468837259265587,14.90193401275148,169.0
02:19,19.200374189497825,1.1983396320681294,5.762292512370957,184.0
02:20,13.0003515751972,1.0712122967698212,14.986349052642314,246.0
02:21,12.609815559629492,1.1127313960328087,11.584817615246925,226.0
02:22,12.948507691018332,1.0669159365468,7.606876548560296,176.0
02:23,18.92042542955564,0.9311538041480538,12.360543614771109,210.0
02:24,20.730065480436448,1.120847720623686,7.3804531304098475,192.0
02:25,17.43475983917959,1.2034149817166262,17.30729714420855,184.0
02:26,18.697252002324838,1.1025089397103462,5.4465540402760615,223.0
02:27,15.2462988077889,1.0812958355294615,8.629253997772786,238.0
02:28,15.035157540250188,0.914939836202902,5.011625888762927,173.0
02:29,16.11731894879256,0.9120778031389358,16.340433897112806,230.0
02:30,20.330043222794906,1.1955068490116216,9.103438919971513,241.0
02:31,14.590548838034,1.2463742503949966,5.6708790694780475,237.0
02:32,17.475003768043315,0.8230065830243009,5.592331636539008,229.0
02:33,15.193371259482918,0.9892370935894041,16.038259550726586,229.0
02:34,15.045485286780758,0.8193173402893759,14.62229381758593,192.0
02:35,13.82811232330507,1.0517458519005145,15.444743267294147,229.0
02:36,15.254207546943643,1.156237671896696,6.887202590439754,209.0
02:37,13.572458473080932,1.003666565794284,1.7467346052307242,216.0
02:38,20.563922146954585,0.8690498796668542,16.936385406999243,216.0
02:39,13.767824855233147,1.1377567705960445,5.4124245618987015,246.0
02:40,21.657452530375974,1.1196381397614006,2.000283494226407,235.0
02:41,21.671898313909814,1.143566493367953,5.0689081981817345,216.0
02:42,14.19409866322666,0.8893782045952908,6.907466338453174,205.0
02:43,18.79942588712281,0.9826880096154238,8.072353734515776,179.0
02:44,15.545423471269435,1.1662373401395998,0.7802450700183838,199.0
02:45,17.050722825883156,0.8342477024305488,9.103904391559842,229.0
02:46,22.29957464410637,0.8518118226866553,12.65398884372502,211.0
02:47,17.354213782920873,1.0027998246407237,11.939126167915193,237.0
02:48,20.15727145871644,1.1308499472019045,16.982823679769872,188.0
02:49,19.63914985485899,0.9702399218117852,3.717237465644767,231.0
02:50,20.187688507861072,0.8712720979063562,12.90987756103187,201.0
02:51,14.150054723625265,0.8816865711628723,15.5111174462076,219.0
02:52,13.301852961310098,0.888271431654111,0.6685064327752555,202.0
02:53,16.69444622544941,0.8308682113937949,7.247927587504927,231.0
02:54,16.6627371694422,1.091614360850521,11.318999645122535,181.0
02:55,14.849200618996344,0.9996041520850001,4.0275090864623175,198.0
02:56,16.950574946902314,1.1775137680939034,16.896281593432665,173.0
02:57,16.394106417386972,1.2686449669024167,15.148380977596974,198.0
02:58,15.351893981732811,0.9358923836235302,14.159832039648645,167.0
02:59,21.51834244871707,0.8955941294938856,15.72487985276929,218.0
03:00,17.86412718662904,1.2468942682611892,6.541267564120559,239.0
03:01,21.91999506038134,1.0902855018220103,2.680302041509961,239.0
03:02,21.61703454934821,0.8739371906163453,2.8232899598254924,202.0
03:03,22.68914948945716,1.2367919832110728,0.5671014547448894,194.0
03:04,19.868674387668094,0.9720126995961355,15.831750961473777,189.0
03:05,17.494133989233468,1.2487753903323988,5.752718787700466,220.0
03:06,18.637692532293176,0.9221296871840117,6.661887068918276,195.0
03:07,18.594966136891433,0.8429412171577857,5.026077355215577,232.0
03:08,20.492220351781356,1.2231282429868935,7.986044185980479,210.0
03:09,14.082195435150295,0.8067469862716374,16.33342228390104,226.0
03:10,16.377179687705684,1.2319544530451165,18.12453984883675,191.0
03:11,17.875399665069715,1.2788785927983803,14.447168040780996,214.0
03:12,22.2818541436382,1.1359333941325016,5.868881560730987,186.0
03:13,14.498653250284278,1.2639349335236831,0.9392762348741135,238.0
03:14,20.252911665930924,1.1568248703016581,15.06096985879953,231.0
03:15,13.658238494772897,1.0394484553972045,10.163270774475237,223.0
03:16,14.197584097480519,1.0268419893438963,0.6476122499860981,231.0
03:17,18.078934307587865,1.116059937509869,12.505771651218694,188.0
03:18,16.724068085508975,0.9965255556104591,10.305410729667496,226.0
03:19,21.182818393102025,0.8931614000655128,14.138952289661331,228.0
03:20,15.170716997476848,1.1276069696212958,3.9804237019310773,223.0
03:21,17.750422850181724,1.1396625146130097,0.18778114157037784,188.0
03:22,18.142073357256088,0.8458725156471023,13.439971692004898,194.0
03:23,15.309019924116685,1.218843211567568,8.784601172586388,245.0
03:24,20.719703763719163,0.8630130399634282,10.199546475548098,206.0
03:25,19.996664406612854,0.838876181279045,5.614985897894254,224.0
03:26,13.316974097399944,0.9749786740235631,10.503200329336515,191.0
03:27,17.23380257709602,1.049855344558452,19.318247881707485,236.0
03:28,15.398150858966593,0.8187118543717145,13.06723196458294,220.0
03:29,16.88865948719408,1.2201869574247994,3.5860866484385867,207.0
03:30,16.97464096703288,1.1688340056464466,4.557142898835114,200.0
03:31,15.640860168813072,0.837049780588485,6.573748289204797,173.0
03:32,15.845240071976121,1.1143742674542296,2.5550147607116624,221.0
03:33,13.91307775254864,1.1940880407057346,18.94426374721238,239.0
03:34,15.633033724427962,0.8922165377964095,1.5510368779826478,181.0
03:35,21.57265066136729,1.1272227748087191,14.941132880179026,189.0
03:36,20.9334145950983,1.2654541482135575,3.070389259040487,194.0
03:37,19.420148656273216,1.0864373290312503,5.169398696098937,199.0
03:38,16.379097191320827,1.1992685155335225,2.0900285859298395,235.0
03:39,22.144230346610094,0.8526268850001403,9.000574422225425,245.0
03:40,22.22046609484348,1.2171954402853253,2.953410312652003,211.0
03:41,16.248152212745786,1.1277420944079164,16.700146811395015,223.0
03:42,15.124641381024867,1.0635554711603743,14.057276878000335,189.0
03:43,17.48562075502919,1.1012065476937165,2.881086887017741,218.0
03:44,20.091939524757098,1.2188039620373532,8.716400230303652,178.0
03:45,14.490321207052878,0.834717888352446,0.20265696876966333,176.0
03:46,18.61304468346742,1.2812458720936792,5.4956401376337,205.0
03:47,22.048125784163723,0.8072139367120643,18.874246384749355,228.0
03:48,17.51492711539854,0.9330087897522232,1.454841377937559,240.0
03:49,21.0582255837209,0.9207061958944034,19.82349177843671,213.0
03:50,18.929751853617155,1.2943674351479681,16.022802898005423,209.0
03:51,15.572780576379419,1.2590537188616056,0.6337636711007377,228.0
03:52,22.2330299618329,1.241025156731434,12.385985657164678,173.0
03:53,16.11997876179264,1.1339919814294337,2.7590428886050566,184.0
03:54,14.877955334648318,1.0839845924652258,17.831377150620348,168.0
03:55,21.078202096336774,1.1729323513458456,7.75674974080008,186.0
03:56,16.317555319627967,1.0744287077368737,12.00855303777895,235.0
03:57,22.688292980055348,1.1239901059602875,14.779210203006503,225.0
03:58,18.467592259871548,1.0099255641665545,6.84468247837761,202.0
03:59,16.445645798515763,1.2766485228374105,6.36010262862694,186.0
